Quoi	Pt	quoi
!	Fs	!
De	S	de
vous	Pp	vous
arrêter	Vvn	arrêter
.	Fs	.
Quelle	Dt	quel
audace	Nc	audace
est	Vuc	être
la	Da	le
vôtre	As#Ps	vôtre
!	Fs	!
Moi	Pp	je
,	Fw	,
téméraire	Ag	téméraire
.	Fs	.
Vous	Pp	vous
!	Fs	!
De	S	de
quelle	Dt	quel
part	Nc	part
?	Fs	?
Du	S+Da	de+le
Roi	Nc	roi
.	Fs	.
Imposteur	Nc	imposteur
!	Fs	!
Cosroës	Nc	cosroës
,	Fw	,
t'	Pp	tu
impose	Vvc	imposer
cette	Dd	ce
loi	Nc	loi
!	Fs	!
Cosroës	Nc	cosroës
,	Fw	,
n'	Rp	ne
a-t-il	V	avoir
pas	Rg	pas
déposé	Ge	déposer
la	Da	le
couronne	Nc	couronne
?	Fs	?
Qui	Pt	qui
donc	Rg	donc
?	Fs	?
est	Vuc	être
-ce	Vvc	-ce
mon	Ds	mon
fils	Nc	fil|fils
,	Fw	,
traître	Ag	traître
,	Fw	,
qui	Pr	qui
te	Pp	tu
l'	Pp	il
ordonne	Vvc	ordonner
!	Fs	!
Votre	Ds	votre
fils	Nc	fil|fils
m'	Pp	je
ordonner	Vvn	ordonner
?	Fs	?
En	S	en
quelle	Dt	quel
qualité	Nc	qualité
?	Fs	?
De	S	de
ton	Ds	ton
Roi	Nc	roi
?	Fs	?
De	S	de
ton	Ds	ton
Maître	Nc	maître
?	Fs	?
Insolent	Nc	insolent
!	Fs	!
Effronté	Vvc	effronté
!	Fs	!
Syroës	Nc	syroës
est	Vuc	être
mon	Ds	mon
Roi	Nc	roi
,	Fw	,
Syroës	Vvc	syroës
est	Vuc	être
mon	Ds	mon
maître	Nc	maître
,	Fw	,
La	Vvc	la
Perse	Vvc	perse
,	Fw	,
sous	S	sous
ces	Dd	ce
noms	Nc	nom
,	Fw	,
vient	Vvc	venir
de	S	de
le	Pp	il
reconnaître	Vvn	reconnaître
.	Fs	.
Dieux	Nc	dieux
!	Fs	!
Et	Cc	et
pour	S	pour
le	Pp	il
venir	Vvn	venir
reconnaître	Vvn	reconnaître
avec	S	avec
nous	Pp	nous
,	Fw	,
Nous	Vvc	nous
avons	Vuc	avoir
ordre	Nc	ordre
exprès	Ag	exprès
,	Fw	,
de	S	de
nous	Pp	nous
saisir	Vvn	saisir
de	S	de
vous	Pp	vous
.	Fs	.
De	S	de
te	Pp	tu
saisir	Vvn	saisir
de	S	de
moi	Pp	je
,	Fw	,
perfide	Ag	perfide
?	Fs	?
De	S	de
vous	Pp	vous
-même	Vvc	-même
.	Fs	.
Et	Cc	et
l'	Pp	il
on	Pp	on
ne	Rp	ne
punit	Vvc	punir
pas	Rg	pas
cette	Dd	ce
insolence	Nc	insolence
extrême	Ag	extrême
?	Fs	?
Un	Dn	un
traître	Nc	traître
,	Fw	,
un	Dn	un
déloyal	Ag	déloyal
,	Fw	,
pour	S	pour
ma	Ds	mon
garde	Nc	garde
commis	Ge	commettre
,	Fw	,
Attente	Vvc	attenter
à	S	à
ma	Ds	mon
personne	Nc	personne
,	Fw	,
et	Cc	et
sert	Vvc	servir
mes	Ds	mon
ennemis	Nc	ennemi
!	Fs	!
Avec	S	avec
tout	Di	tout
mon	Ds	mon
crédit	Nc	crédit
,	Fw	,
et	Cc	et
toute	Di	tout
ma	Ds	mon
puissance	Nc	puissance
,	Fw	,
Je	Vvc	je
ne	Rp	ne
trouve	Vvc	trouver
au	S+Da	à+le
besoin	Nc	besoin
,	Fw	,
personne	Pi	personne
à	S	à
ma	Ds	mon
défense	Nc	défense
;	Fw	;
Flatteurs	Nc	flatteur
,	Fw	,
faibles	Ag	faible
amis	Nc	ami
,	Fw	,
vile	Ag	vil
peste	Nc	peste
des	S+Da	de+le|de+les
Cours	Nc	cour|cours|court
,	Fw	,
Lâches	Vvc	lâches
adorateurs	Nc	adorateur
,	Fw	,
j'	Pp	je
attends	Vvc	attendre
votre	Ds	votre
secours	Nc	secours
;	Fw	;
Que	Vvc	que
devient	Vvc	devenir|dévier
aujourd'hui	Rg	aujourd'hui
,	Fw	,
votre	Ds	votre
foule	Nc	foule
importune	Ag	importun
?	Fs	?
Ne	Rp	ne
sacrifiez	Vvc	sacrifier
-vous	Nc	-vous
,	Fw	,
qu'	Cs	que
à	S	à
la	Da	le
seule	Ag	seul
fortune	Nc	fortune
?	Fs	?
Et	Cc	et
pour	S	pour
être	Vun	être
à	S	à
l'	Da	le
instant	Nc	instant
,	Fw	,
abandonné	Ge	abandonner
de	S	de
vous	Pp	vous
,	Fw	,
Ne	Vvc	ne
faut-il	Vvn	faut-il
,	Fw	,
qu'	Cs	que
éprouver	Vvn	éprouver
un	Dn	un
trait	Nc	trait
de	S	de
son	Ds	son
courroux	Nc	courroux
?	Fs	?
Quoi	Pt	quoi
,	Fw	,
pas	Rg	pas
un	Dn	un
vrai	Ag	vrai
sujet	Nc	sujet
?	Fs	?
pas	Rg	pas
une	Dn	un
âme	Nc	âme
loyale	Ag	loyal
,	Fw	,
Dedans	Ga	dedans
Persépolis	Vvc	persépolis
,	Fw	,
dans	S	dans
la	Da	le
Maison	Nc	maison
Royale	Ag	royal
!	Fs	!
Ma	Ds	mon
plainte	Nc	plainte
est	Vuc	être
inutile	Ag	inutile
,	Fw	,
et	Cc	et
mes	Ds	mon
cris	Nc	cri
superflus	Ag	superflu
?	Fs	?
Et	Cc	et
la	Da	le
Cour	Nc	cour
,	Fw	,
dans	S	dans
la	Da	le
Cour	Nc	cour
,	Fw	,
ne	Rp	ne
se	Pp	il
trouvera	Vvc	trouver
plus	Rg	plus
.	Fs	.
Allons	Vvc	aller
,	Fw	,
votre	Ds	votre
parti	Nc	parti
,	Fw	,
ne	Rp	ne
trouvera	Vvc	trouver
personne	Pi	personne
.	Fs	.
Le	Da	le
Ciel	Nc	ciel
l'	Pp	il
embrassera	Vvc	embrasser
,	Fw	,
si	Cs	si
le	Da	le
sort	Nc	sort
l'	Pp	il
abandonne	Vvc	abandonner
;	Fw	;
Et	Vvc	et
veille	Nc	veille
avec	S	avec
trop	Rg	trop
d'	S	de
yeux	Nc	œil
,	Fw	,
sur	S	sur
l'	Da	le
intérêt	Nc	intérêt
des	S+Da	de+le|de+les
Rois	Vvc	rois
,	Fw	,
Pour	Nc	pour
laisser	Vvn	laisser
outrager	Vvn	outrager
,	Fw	,
la	Da	le
majesté	Nc	majesté
des	S+Da	de+le|de+les
lois	Nc	loi
.	Fs	.
C'	Pd	ce
est	Vuc	être
en	S	en
son	Ds	son
équité	Nc	équité
,	Fw	,
que	Pr	que
Syroës	Vvc	syroës
espère	Vvc	espérer
.	Fs	.
Après	Vvc	après
s'	Pp	se
être	Vun	être
emparé	Ge	emparer
,	Fw	,
du	S+Da	de+le
trône	Nc	trône
de	S	de
son	Ds	son
père	Nc	père
!	Fs	!
Après	Vvc	après
que	Cs	que
votre	Ds	votre
fils	Nc	fil|fils
veut	Vvc	vouloir
s'	Pp	se
emparer	Vvn	emparer
du	S+Da	de+le
sien	Ps	sien
:	Fw	:
Mais	Cc	mais
j'	Pp	je
obéis	Vvc	obéir
,	Fw	,
Madame	Nc	madame
,	Fw	,
et	Cc	et
n'	Rp	ne
examine	Vvc	examiner
rien	Pi	rien
.	Fs	.
Il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
tout	Pi	tout
périsse	Vvc	périr
,	Fw	,
ou	Cc	ou
ma	Ds	mon
vengeance	Nc	vengeance
,	Fw	,
traître	Ag	traître
,	Fw	,
M'	Vvc	m'
apportera	Vvc	apporter
ta	Ds	ton
tête	Nc	tête
,	Fw	,
et	Cc	et
celle	Pd	celui
de	S	de
ton	Ds	ton
maître	Nc	maître
.	Fs	.
Le	Da	le
plus	Rg	plus
faible	Ag	faible
parti	Nc	parti
,	Fw	,
prendra	Vvc	prendre
loi	Nc	loi
du	S+Da	de+le
plus	Rg	plus
fort	Ag	fort
;	Fw	;
Mais	Vvc	mais
de	S	de
votre	Ds	votre
prison	Nc	prison
,	Fw	,
il	Pp	il
attend	Vvc	attendre
le	Da	le
rapport	Nc	rapport
,	Fw	,
Madame	Nc	madame
,	Fw	,
et	Cc	et
vous	Pp	vous
voyez	Vvc	voir
,	Fw	,
qu'	Cs	que
à	S	à
mon	Ds	mon
bras	Nc	bras
qui	Pr	qui
balance	Vvc	balancer
,	Fw	,
Un	Vvc	un
reste	Nc	reste
de	S	de
respect	Nc	respect
,	Fw	,
défend	Vvc	défendre
la	Da	le
violence	Nc	violence
;	Fw	;
J'	Vvc	j'
ai	Vuc	avoir
peine	Nc	peine
à	S	à
vous	Pp	vous
traiter	Vvn	traiter
,	Fw	,
avec	S	avec
indignité	Nc	indignité
,	Fw	,
Allons	Vvc	aller
,	Fw	,
épargnez-nous	Vvc	épargnez-nous
,	Fw	,
cette	Dd	ce
nécessité	Nc	nécessité
.	Fs	.
Il	Pp	il
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
merveilleux	Ag	merveilleux
,	Fw	,
qu'	Cs	que
un	Dn	un
sujet	Nc	sujet
infidèle	Ag	infidèle
,	Fw	,
Écoute	Nc	écoute
encor	Nc	encor
la	Da	le
foi	Nc	foi
,	Fw	,
qui	Pr	qui
tremble	Vvc	trembler
,	Fw	,
et	Cc	et
qui	Pr	qui
chancelle	Vvc	chanceler
,	Fw	,
Quand	Nc	quand
par	S	par
un	Dn	un
détestable	Ag	détestable
,	Fw	,
et	Cc	et
perfide	Ag	perfide
attentat	Nc	attentat
,	Fw	,
Il	Vvc	il
veut	Vvc	vouloir
blesser	Vvn	blesser
,	Fw	,
en	S	en
moi	Pp	je
,	Fw	,
tout	Di	tout
le	Da	le
corps	Nc	corps
de	S	de
l'	Da	le
État	Nc	état
;	Fw	;
Quand	Nc	quand
commis	Ge	commettre
de	S	de
l'	Da	le
État	Nc	état
,	Fw	,
sa	Ds	son
rage	Nc	rage
se	Pp	il
déploie	Vvc	déplaire|déployer
,	Fw	,
Non	Vvc	non
,	Fw	,
contre	S	contre
l'	Da	le
accusé	Nc	accusé
,	Fw	,
mais	Cc	mais
contre	S	contre
qui	Pr	qui
l'	Da	le
emploie	Nc	employé
;	Fw	;
Tu	Vvc	tu
tiens	Vvc	tenir
de	S	de
Syroës	Nc	syroës
,	Fw	,
l'	Da	le
ordre	Nc	ordre
de	S	de
ma	Ds	mon
prison	Nc	prison
!	Fs	!
Le	Da	le
perfide	Ag	perfide
a	Vuc	avoir
longtemps	Rg	longtemps
couvert	Ge	couvrir
sa	Ds	son
trahison	Nc	trahison
,	Fw	,
Bien	Vvc	bien
séduit	Ge	séduire
des	S+Da	de+le|de+les
esprits	Nc	esprit
,	Fw	,
bien	Rg	bien
pratiqué	Ge	pratiquer
des	S+Da	de+le|de+les
traîtres	Nc	traître
,	Fw	,
Et	Vvc	et
longtemps	Rg	longtemps
envié	Ge	ennuyer|envier
,	Fw	,
le	Da	le
pouvoir	Nc	pouvoir
de	S	de
ses	Ds	son
Maîtres	Nc	maîtres
,	Fw	,
La	Vvc	la
brigue	Nc	brigue
d'	S	de
une	Dn	un
ville	Nc	ville
,	Fw	,
et	Cc	et
de	S	de
toute	Di	tout
une	Dn	un
Cour	Nc	cour
,	Fw	,
N'	Vvc	n'
est	Vuc	être
pas	Rg	pas
l'	Da	le
effort	Nc	effort
,	Fw	,
d'	S	de
un	Dn	un
homme	Nc	homme
,	Fw	,
et	Cc	et
l'	Da	le
ouvrage	Nc	ouvrage
d'	S	de
un	Dn	un
jour	Nc	jour
.	Fs	.
Tels	Ag	tel
à	S	à
qui	Pr	qui
par	S	par
pitié	Nc	pitié
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
fait	Ge	faire
laisser	Vvn	laisser
la	Da	le
tête	Nc	tête
,	Fw	,
Auront	Vvc	auront
dessus	S	dessus
la	Da	le
mienne	Ps	mien
,	Fw	,
ému	Ge	émouvoir
cette	Dd	ce
tempête	Nc	tempête
;	Fw	;
Mais	Vvc	mais
si	Cs	si
cette	Dd	ce
vapeur	Nc	vapeur
,	Fw	,
s'	Pp	se
exhale	Vvc	exhaler
,	Fw	,
en	S	en
éclatant	Ga	éclater
,	Fw	,
Si	Vvc	si
le	Da	le
sort	Nc	sort
peut	Vvc	pouvoir
changer	Vvn	changer
,	Fw	,
comme	Cs	comme
il	Pp	il
est	Vuc	être
inconstant	Ag	inconstant
!	Fs	!
Les	Da	le
bourreaux	Nc	bourreau
laisseront	Vvc	laisser
,	Fw	,
de	S	de
cette	Dd	ce
perfidie	Nc	perfidie
Une	Vvc	une
si	Rg	si
mémorable	Ag	mémorable
,	Fw	,
et	Cc	et
triste	Ag	triste
tragédie	Nc	tragédie
,	Fw	,
Que	Vvc	que
jamais	Rg	jamais
faction	Nc	faction
,	Fw	,
ne	Rp	ne
naîtra	Vvc	naître
sans	S	sans
trembler	Vvn	trembler
,	Fw	,
Et	Vvc	et
craindre	Vvn	craindre
le	Da	le
revers	Nc	revers
,	Fw	,
qui	Pr	qui
pourra	Vvc	pouvoir
l'	Pp	il
accabler	Vvn	accabler
.	Fs	.
Je	Pp	je
laisse	Vvc	laisser
à	S	à
la	Da	le
fortune	Nc	fortune
à	S	à
disposer	Vvn	disposer
des	Dn	un
choses	Nc	chose
,	Fw	,
Mais	Vvc	mais
l'	Da	le
heure	Nc	heure
...	Fs	...
Approche	Vvc	approcher
,	Fw	,
viens	Vvc	venir
,	Fw	,
traîne	Nc	traîne
-moi	Vvc	-moi
,	Fw	,
si	Cs	si
tu	Pp	tu
l'	Pp	il
oses	Vvc	oser
;	Fw	;
Et	Vvc	et
si	Cs	si
le	Da	le
nom	Nc	nom
qu'	Pr	que
hier	Rg	hier
,	Fw	,
je	Pp	je
te	Pp	tu
vis	Vvc	vivre|voir
adorer	Vvn	adorer
,	Fw	,
N'	Vvc	n'
a	Vuc	avoir
plus	Rg	plus
rien	Pi	rien
aujourd'hui	Rg	aujourd'hui
,	Fw	,
qu'	Cs	que
il	Pp	il
faille	Vvc	faillir|falloir
révérer	Vvn	révérer
;	Fw	;
Foule	Vvc	fouler
aux	S+Da	à+les
pieds	Nc	pied
tout	Di	tout
respect	Nc	respect
,	Fw	,
traîne	Vvc	traîner
,	Fw	,
et	Cc	et
n'	Rp	ne
attends	Vvc	attendre
pas	Rg	pas
traître	Ag	traître
;	Fw	;
Que	Vvc	que
je	Pp	je
doive	Vvc	devoir
obéir	Vvn	obéir
,	Fw	,
aux	S+Da	à+les
ordres	Nc	ordre
de	S	de
ton	Ds	ton
Maître	Nc	maître
;	Fw	;
Et	Vvc	et
d'	S	de
un	Dn	un
coeur	Nc	cœur
abattu	Ge	abattre
,	Fw	,
consentir	Vvn	consentir
ma	Ds	mon
prison	Nc	prison
;	Fw	;
Trêve	Vvc	trêve
d'	S	de
orgueil	Nc	orgueil
,	Fw	,
Princesse	Vvc	princesse
,	Fw	,
il	Pp	il
n'	Rp	ne
est	Vuc	être
plus	Rg	plus
de	S	de
saison	Nc	saison
;	Fw	;
La	Vvc	la
grandeur	Nc	grandeur
qui	Pr	qui
n'	Rp	ne
est	Vuc	être
plus	Rg	plus
,	Fw	,
n'	Rp	ne
est	Vuc	être
plus	Rg	plus
considérée	Ge	considérer
;	Fw	;
Reine	Vvc	reine
(	Fw	(
quand	Cs	quand
vous	Pp	vous
l'	Pp	il
étiez	Vuc	être
)	Fw	)
je	Pp	je
vous	Pp	vous
ai	Vuc	avoir
révérée	Ge	révérer
;	Fw	;
Sujette	Vvc	sujette
,	Fw	,
c'	Pd	ce
est	Vuc	être
à	S	à
vous	Pp	vous
,	Fw	,
à	S	à
révérer	Vvn	révérer
les	Pp	ils
Rois	Vvc	rois
,	Fw	,
Et	Vvc	et
quand	Cs	quand
je	Pp	je
vous	Pp	vous
commande	Vvc	commander
,	Fw	,
obéir	Vvn	obéir
à	S	à
mes	Ds	mon
lois	Nc	loi
?	Fs	?
Perfide	Ag	perfide
,	Fw	,
après	S	après
ma	Ds	mon
place	Nc	place
,	Fw	,
en	S	en
mon	Ds	mon
trône	Nc	trône
usurpée	Ge	usurper
!	Fs	!
Après	Vvc	après
ma	Ds	mon
place	Nc	place
,	Fw	,
au	S+Da	à+le
mien	Ps	mien
,	Fw	,
justement	Rg	justement
occupée	Ge	occuper
;	Fw	;
Vôtre	Nc	vôtre
,	Fw	,
un	Dn	un
père	Nc	père
vivant	Ga	vivre
!	Fs	!
et	Cc	et
pendant	S	pendant
que	Cs	que
je	Pp	je
vis	Vvc	vivre|voir
!	Fs	!
Mien	Nc	mien
,	Fw	,
quand	Cs	quand
vous	Pp	vous
prétendez	Vvc	prétendre
,	Fw	,
y	Pp	y
placer	Vvn	placer
votre	Ds	votre
fils	Nc	fil|fils
.	Fs	.
Si	Cs	si
le	Da	le
Sceptre	Nc	sceptre
est	Vuc	être
un	Dn	un
faix	Nc	faix
,	Fw	,
que	Cs	que
le	Pp	il
Roi	Vvc	roi
lui	Pp	il
dépose	Vvc	déposer
.	Fs	.
Si	Cs	si
la	Da	le
loi	Nc	loi
de	S	de
l'	Da	le
État	Nc	état
,	Fw	,
autrement	Rg	autrement
en	Pp	en
dispose	Vvc	disposer
!	Fs	!
Le	Da	le
Roi	Nc	roi
n'	Rp	ne
étant	Ga	être
point	Rg	point
mort	Ge	mourir
,	Fw	,
vous	Pp	vous
n'	Rp	ne
avez	Vuc	avoir
point	Rg	point
de	S	de
droit	Nc	droit
.	Fs	.
Quittant	Ga	quitter
le	Da	le
nom	Nc	nom
de	S	de
Roi	Nc	roi
,	Fw	,
c'	Pd	ce
est	Vuc	être
à	S	à
moi	Pp	je
qu'	Cs	que
il	Pp	il
le	Pp	il
doit	Vvc	devoir
.	Fs	.
Il	Pp	il
croit	Vvc	croire|croître
servir	Vvn	servir
l'	Da	le
État	Nc	état
,	Fw	,
par	S	par
cette	Dd	ce
préférence	Nc	préférence
.	Fs	.
L'	Da	le
État	Nc	état
,	Fw	,
de	S	de
l'	Da	le
un	Pi	un
,	Fw	,
et	Cc	et
l'	Da	le
autre	Pi	autre
,	Fw	,
a	Vuc	avoir
fait	Ge	faire
la	Da	le
différence	Nc	différence
.	Fs	.
Appelez	Nc	appelé
-vous	Vvc	-vous
l'	Da	le
État	Nc	état
,	Fw	,
Pharnace	Vvc	pharnace
et	Cc	et
Palmyras	Vvc	palmyras
!	Fs	!
Quand	Cs	quand
on	Pp	on
m'	Pp	je
a	Vuc	avoir
voulu	Ge	vouloir
perdre	Vvn	perdre
,	Fw	,
ils	Pp	ils
m'	Pp	je
ont	Vuc	avoir
tendu	Ge	tendre
les	Da	le
bras	Nc	bras
.	Fs	.
Et	Cc	et
donné	Ge	donner
les	Da	le
conseils	Nc	conseil
,	Fw	,
dont	Pr	dont
ils	Pp	ils
vous	Pp	vous
empoisonnent	Vvc	empoisonner
.	Fs	.
Il	Pp	il
ne	Rp	ne
me	Pp	je
prend	Vvc	prendre
point	Rg	point
mal	Rg	mal
,	Fw	,
des	S+Da	de+le|de+les
avis	Nc	avis
qu'	Pr	que
ils	Pp	ils
me	Pp	je
donnent	Vvc	donner
.	Fs	.
Sire	Nc	sire
,	Fw	,
l'	Da	le
ordre	Nc	ordre
n'	Rp	ne
est	Vuc	être
point	Rg	point
,	Fw	,
de	S	de
tant	Rg	tant
parlementer	Vvn	parlementer
,	Fw	,
Avec	Vvc	avec
des	Dn	un
criminels	Nc	criminel
,	Fw	,
qu'	Cs	que
on	Pp	on
prescrit	Vvc	prescrire
d'	S	de
arrêter	Vvn	arrêter
.	Fs	.
Criminels	Ag	criminel
,	Fw	,
insolents	Ag	insolent
?	Fs	?
Les	Da	le
injures	Nc	injure
,	Fw	,
Madame	Nc	madame
,	Fw	,
Sont	Vvc	sont
dans	S	dans
le	Da	le
désespoir	Nc	désespoir
,	Fw	,
les	Da	le
armes	Nc	arme|armé
d'	S	de
une	Dn	un
femme	Nc	femme
;	Fw	;
Et	Vvc	et
nous	Pp	nous
font	Vvc	faire
moins	Rg	moins
de	S	de
mal	Nc	mal
,	Fw	,
que	Cs	que
de	S	de
compassion	Nc	compassion
.	Fs	.
Sardarigue	Nc	sardarigue
,	Fw	,
achevez	Vvc	achever
,	Fw	,
votre	Ds	votre
commission	Nc	commission
.	Fs	.
Allons	Vvc	aller
,	Fw	,
délivre	Nc	délivre
-moi	Vvc	-moi
,	Fw	,
de	S	de
ces	Dd	ce
objets	Nc	objet
funestes	Ag	funeste
,	Fw	,
Ces	Vvc	ces
horreurs	Nc	horreur
de	S	de
mes	Ds	mon
yeux	Nc	œil
,	Fw	,
ces	Dd	ce
odieuses	Ag	odieux
pestes	Nc	peste
,	Fw	,
N'	Vvc	n'
importe	Vvc	importer
où	Pr	où
je	Pp	je
les	Pp	ils
fuie	Vvc	fuir
,	Fw	,
ils	Pp	ils
me	Pp	je
sont	Vuc	être
plus	Rg	plus
affreux	Ag	affreux
,	Fw	,
Que	Vvc	que
le	Da	le
plus	Rg	plus
noir	Ag	noir
cachot	Nc	cachot
,	Fw	,
qui	Pr	qui
m'	Pp	je
éloignera	Vvc	éloigner
d'	S	de
eux	Pp	eux
,	Fw	,
Allons	Vvc	aller
.	Fs	.
Sardarigue	Nc	sardarigue
l'	Pp	il
emmène	Vvc	emmener
avec	S	avec
les	Da	le
Gardes	Nc	garde|gardes
.	Fs	.
Mon	Ds	mon
règne	Nc	règne
naît	Vvc	naître
,	Fw	,
sous	S	sous
de	Dn	un
tristes	Ag	triste
auspices	Nc	auspice
,	Fw	,
Si	Vvc	si
je	Pp	je
lui	Pp	il
dois	Vvc	devoir
,	Fw	,
d'abord	Nc	d'abord
,	Fw	,
du	S+Da	de+le
sang	Nc	sang
,	Fw	,
et	Cc	et
des	S+Da	de+le|de+les
supplices	Nc	supplice
.	Fs	.
D'	S	de
un	Dn	un
trône	Nc	trône
,	Fw	,
où	Pr	où
l'	Pp	il
on	Pp	on
se	Pp	il
veut	Vvc	vouloir
établir	Vvn	établir
sûrement	Rg	sûrement
,	Fw	,
Le	Vvc	le
sang	Nc	sang
des	S+Da	de+le|de+les
ennemis	Nc	ennemi
,	Fw	,
est	Vuc	être
le	Da	le
vrai	Ag	vrai
fondement	Nc	fondement
;	Fw	;
Il	Vvc	il
faut	Vvc	faillir|falloir
de	S	de
son	Ds	son
pouvoir	Nc	pouvoir
,	Fw	,
d'abord	Nc	d'abord
montrer	Vvn	montrer
des	Dn	un
marques	Nc	marque
,	Fw	,
Et	Vvc	et
la	Da	le
pitié	Nc	pitié
,	Fw	,
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
la	Da	le
vertu	Nc	vertu
des	S+Da	de+le|de+les
Monarques	Nc	monarque
;	Fw	;
Du	Vvc	du
droit	Rg	droit
qu'	Cs	que
on	Pp	on
vous	Pp	vous
ravit	Vvc	ravir
,	Fw	,
tout	Di	tout
le	Da	le
Camp	Nc	camp
est	Vuc	être
jaloux	Ag	jaloux
,	Fw	,
Les	Vvc	les
voix	Nc	voix
nommant	Ga	nommer
son	Ds	son
fils	Nc	fil|fils
,	Fw	,
tous	Di	tout
les	Da	le
coeurs	Nc	cœur
sont	Vuc	être
pour	S	pour
vous	Pp	vous
,	Fw	,
Il	Vvc	il
faut	Vvc	faillir|falloir
vaincre	Vvn	vaincre
,	Fw	,
ou	Cc	ou
périr	Vvn	périr
,	Fw	,
en	S	en
ce	Dd	ce
fameux	Ag	fameux
divorce	Nc	divorce|divorcé
,	Fw	,
Héritier	Nc	héritier
de	S	de
Cyrus	Nc	cyrus
,	Fw	,
héritier	Nc	héritier
de	S	de
sa	Ds	son
force	Nc	force|forcé
,	Fw	,
Qui	Vvc	qui
rendit	Vvc	rendre
ce	Dd	ce
grand	Ag	grand
Roi	Nc	roi
,	Fw	,
si	Cs	si
craint	Vvc	craindre
,	Fw	,
et	Cc	et
si	Rg	si
puissant	Ag	puissant
,	Fw	,
Que	Vvc	que
les	Da	le
fameux	Ag	fameux
proscrits	Nc	proscrit
,	Fw	,
de	S	de
son	Ds	son
règne	Nc	règne
naissant	Ag	naissant
;	Fw	;
Chaque	Vvc	chaque
chef	Nc	chef
des	S+Da	de+le|de+les
quartiers	Nc	quartier
,	Fw	,
vous	Pp	vous
répond	Vvc	répondre
de	S	de
la	Da	le
ville	Nc	ville
,	Fw	,
Pharnace	Vvc	pharnace
,	Fw	,
et	Cc	et
Vayrac	Nc	vayrac
,	Fw	,
traitent	Vvc	traiter
avec	S	avec
Émile	Nc	émile
;	Fw	;
J'	Vvc	j'
ai	Vuc	avoir
mis	Ge	mettre
en	S	en
liberté	Nc	liberté
,	Fw	,
les	Da	le
prisonniers	Nc	prisonnier
Romains	Ag	romain
,	Fw	,
Tout	Vvc	tout
est	Vuc	être
calme	Ag	calme
au	S+Da	à+le
Palais	Vvc	palais
,	Fw	,
la	Da	le
Reine	Nc	reine|roi
est	Vuc	être
en	S	en
vos	Ds	votre
mains	Nc	main
;	Fw	;
Peu	Vvc	peu
de	S	de
chose	Nc	chose
vous	Pp	vous
reste	Vvc	rester
,	Fw	,
et	Cc	et
l'	Da	le
arrêt	Nc	arrêt
de	S	de
deux	Nc	deux
têtes	Nc	tête
,	Fw	,
Met	Vvc	mettre
la	Da	le
vôtre	As#Ps	vôtre
à	S	à
couvert	Nc	couvert
,	Fw	,
de	S	de
toutes	Di	tout
ces	Dd	ce
tempêtes	Nc	tempête
;	Fw	;
Leur	Vvc	leur
perte	Nc	perte
vous	Pp	vous
conserve	Vvc	conserver
;	Fw	;
et	Cc	et
c'	Pd	ce
est	Vuc	être
à	S	à
cet	Dd	ce
effort	Nc	effort
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
vous	Pp	vous
faut	Vvc	faillir|falloir
éprouver	Vvn	éprouver
,	Fw	,
et	Cc	et
qu'	Cs	que
il	Pp	il
faut	Vvc	faillir|falloir
être	Vun	être
fort	Rg	fort
;	Fw	;
Qu'	Vvc	qu'
il	Pp	il
faut	Vvc	faillir|falloir
d'	S	de
un	Dn	un
vigueur	Nc	vigueur
,	Fw	,
mâle	Ag	mâle
,	Fw	,
et	Cc	et
plus	Rg	plus
que	Rg	que
commune	Ag	commun
,	Fw	,
Aider	Vvn	aider
les	Da	le
changements	Nc	changement
,	Fw	,
qu'	Pr	que
entreprend	Vvc	entreprendre
la	Da	le
fortune	Nc	fortune
.	Fs	.
J'	Pp	je
aurais	Vuc	avoir
d'	Dn	un
autres	Ag	autre
rigueurs	Nc	rigueur
,	Fw	,
pour	S	pour
d'	Dn	un
autres	Ag	autre
ennemis	Nc	ennemi
;	Fw	;
Mais	Vvc	mais
je	Pp	je
sens	Vvc	sentir
,	Fw	,
quoique	Cs	quoique
Roi	Vvc	roi
,	Fw	,
que	Cs	que
je	Pp	je
suis	Vuc	être
encore	Rg	encore
fils	Nc	fil|fils
.	Fs	.
D'	S	de
un	Dn	un
père	Nc	père
,	Fw	,
qui	Pr	qui
pour	S	pour
vous	Pp	vous
,	Fw	,
ne	Rp	ne
sent	Vvc	sentir
plus	Rg	plus
qu'	Cs	que
il	Pp	il
est	Vuc	être
père	Nc	père
,	Fw	,
Qui	Vvc	qui
ne	Rp	ne
reconnaît	Vvc	reconnaître
plus	Rg	plus
de	S	de
fils	Nc	fil|fils
,	Fw	,
que	Cs	que
votre	Ds	votre
frère	Nc	frère
,	Fw	,
Et	Vvc	et
pour	S	pour
vous	Pp	vous
en	S	en
frustrer	Vvn	frustrer
,	Fw	,
l'	Pp	il
admet	Vvc	admettre
en	S	en
vos	Ds	votre
États	Nc	états
.	Fs	.
La	Da	le
raison	Nc	raison
est	Vuc	être
pour	S	pour
moi	Pp	je
,	Fw	,
mais	Cc	mais
le	Da	le
sang	Nc	sang
ne	Rp	ne
l'	Pp	il
est	Vuc	être
