Ah	I	ah
et	Cc	et
revenir	Vvn	revenir
;	Fw	;
Vous	Nc	vous
aurez	Vuc	avoir
cependant	Rg	cependant
,	Fw	,
pour	S	pour
vous	Pp	vous
entretenir	Vvn	entretenir
,	Fw	,
Cette	Vvc	cette
friponne	Nc	fripon
-là	Vvc	-là
,	Fw	,
ma	Ds	mon
cadette	Nc	cadet|cadette
Lucie	Ge	lucie
.	Fs	.
Il	Pp	il
est	Vuc	être
plus	Rg	plus
à	S	à
propos	Nc	propos
qu'	Pr	que
il	Pp	il
soit	Vuc	être
de	S	de
la	Da	le
partie	Nc	partie
.	Fs	.
Vous	Pp	vous
me	Pp	je
dispenserez	Vvc	dispenser
,	Fw	,
nous	Pp	nous
avons	Vuc	avoir
elle	Pp	il
et	Cc	et
moi	Pp	je
Quelque	Vvc	quelque
chose	Nc	chose
à	S	à
vider	Vvn	vider
.	Fs	.
Elle	Pp	il
et	Cc	et
vous	Pp	vous
?	Fs	?
Et	Cc	et
pourquoi	Rt	pourquoi
?	Fs	?
Je	Pp	je
ne	Rp	ne
vous	Pp	vous
puis	Vvc	pouvoir
souffrir	Vvn	souffrir
ainsi	Rg	ainsi
seul	Ag	seul
avec	S	avec
elle	Pp	il
.	Fs	.
Quoi	Pt	quoi
,	Fw	,
jalouse	Vvc	jalouser
de	S	de
moi	Pp	je
?	Fs	?
La	Da	le
fantaisie	Nc	fantaisie
est	Vuc	être
belle	Ag	beau
,	Fw	,
Et	Vvc	et
d'	S	de
où	Pr	où
vous	Pp	vous
vient	Vvc	venir
,	Fw	,
ma	Ds	mon
soeur	Nc	sœur
,	Fw	,
cette	Dd	ce
gentille	Ag	gentil
humeur	Nc	humeur
?	Fs	?
De	S	de
la	Da	le
vôtre	As#Ps	vôtre
,	Fw	,
coquette	Ag	coquet
.	Fs	.
Ho	Nc	ho
,	Fw	,
ho	Nc	ho
,	Fw	,
ma	Ds	mon
bonne	Ag	bon
soeur	Nc	sœur
,	Fw	,
Vous	Nc	vous
me	Pp	je
voulez	Vvc	vouloir
du	S+Da	de+le
mal	Nc	mal
.	Fs	.
Et	Cc	et
vous	Pp	vous
,	Fw	,
dont	Pr	dont
je	Pp	je
m'	Pp	je
étonne	Vvc	étonner
,	Fw	,
Vous	Nc	vous
voulez	Vvc	vouloir
trop	Rg	trop
de	S	de
bien	Rg	bien
à	S	à
certaine	Ag	certain
personne	Nc	personne
.	Fs	.
Si	Cs	si
je	Pp	je
lui	Pp	il
veut	Vvc	vouloir
du	S+Da	de+le
bien	Nc	bien
,	Fw	,
vous	Pp	vous
en	Pp	en
étonnez	Vvc	étonner
-vous	Nc	-vous
?	Fs	?
Dois	Vvc	devoir
-je	Vvc	-je
haïr	Vvn	haïr
celui	Pd	celui
qui	Pr	qui
sera	Vuc	être
votre	Ds	votre
époux	Nc	époux
?	Fs	?
Devez	Vvc	devoir
-vous	Nc	-vous
essayer	Vvn	essayer
qu'	Cs	que
il	Pp	il
devienne	Vvc	devenir
le	Da	le
vôtre	As#Ps	vôtre
?	Fs	?
Je	Pp	je
ne	Rp	ne
cours	Vvc	courir
pas	Rg	pas
ainsi	Rg	ainsi
sur	S	sur
le	Da	le
marché	Nc	marché
d'	S	de
un	Dn	un
autre	Pi	autre
,	Fw	,
Et	Vvc	et
puis	Cs	puis
je	Pp	je
connais	Vvc	connaître
bien	Rg	bien
que	Cs	que
j'	Pp	je
y	Pp	y
perdrais	Vvc	perdre
mes	Ds	mon
pas	Nc	pas
,	Fw	,
Vous	Nc	vous
le	Pp	il
courez	Vvc	courir
trop	Rg	trop
fort	Rg	fort
,	Fw	,
pour	S	pour
ne	Rp	ne
l'	Pp	il
attraper	Vvn	attraper
pas	Rg	pas
.	Fs	.
Vous	Pp	vous
ne	Rp	ne
fûtes	Vuc	être
jamais	Rg	jamais
qu'	Rg	que
indiscrète	Ag	indiscret
et	Cc	et
piquante	Ag	piquant
.	Fs	.
Je	Pp	je
ne	Rp	ne
serai	Vuc	être
jamais	Rg	jamais
que	Cs	que
votre	Ds	votre
humble	Ag	humble
servante	Nc	servante
.	Fs	.
Vous	Pp	vous
devriez	Vvc	devoir
donc	Rg	donc
avoir	Vun	avoir
pour	S	pour
moi	Pp	je
plus	Rg	plus
de	S	de
respect	Nc	respect
?	Fs	?
Monsieur	Nc	monsieur
vous	Pp	vous
devrait	Vvc	devoir
donc	Rg	donc
être	Vun	être
un	Dn	un
peu	Rg	peu
moins	Rg	moins
suspect	Ag	suspect
.	Fs	.
Je	Pp	je
crains	Vvc	craindre
un	Dn	un
Courtisan	Nc	courtisan
,	Fw	,
autant	Rg	autant
qu'	Cs	que
une	Dn	un
coquette	Nc	coquet|coquette
.	Fs	.
Ne	Rp	ne
craignez	Vvc	craindre
rien	Pi	rien
,	Fw	,
ma	Ds	mon
soeur	Nc	sœur
,	Fw	,
d'	S	de
une	Dn	un
pauvre	Ag	pauvre
cadette	Nc	cadet|cadette
;	Fw	;
Monsieur	Nc	monsieur
a	Vuc	avoir
trop	Rg	trop
d'	S	de
esprit	Nc	esprit
pour	S	pour
vous	Pp	vous
manquer	Vvn	manquer
de	S	de
foi	Nc	foi
;	Fw	;
Vous	Nc	vous
,	Fw	,
et	Cc	et
cent	Nc	cent
mille	Nc	mille
écus	Nc	écu|écus
,	Fw	,
vaille	Vvc	valoir
bien	Rg	bien
mieux	Rg	mieux
que	Cs	que
moi	Pp	je
.	Fs	.
Je	Pp	je
ne	Rp	ne
puis	Vvc	pouvoir
donc	Rg	donc
à	S	à
moins	Rg	moins
vous	Pp	vous
être	Vun	être
comparable	Ag	comparable
?	Fs	?
Vous	Pp	vous
dites	Vvc	dire
vrai	Ag	vrai
,	Fw	,
ma	Ds	mon
soeur	Nc	sœur
,	Fw	,
je	Pp	je
suis	Vuc	être
toute	Rg	toute
adorable	Ag	adorable
,	Fw	,
Et	Vvc	et
si	Cs	si
vous	Pp	vous
ne	Rp	ne
prenez	Vvc	prendre
bien	Rg	bien
garde	Nc	garde
à	S	à
votre	Ds	votre
Amant	Nc	amant
,	Fw	,
Je	Vvc	je
vous	Pp	vous
le	Pp	il
ravirai	Vvc	ravir
d'	S	de
un	Dn	un
regard	Nc	regard
seulement	Rg	seulement
.	Fs	.
Vous	Pp	vous
le	Pp	il
voudriez	Vvc	vouloir
bien	Rg	bien
,	Fw	,
si	Cs	si
vous	Pp	vous
le	Pp	il
pouviez	Vvc	pouvoir
faire	Vvn	faire
;	Fw	;
Mais	Vvc	mais
vos	Ds	votre
discours	Nc	discours
piquants	Ag	piquant
commencent	Vvc	commencer
à	S	à
déplaire	Vvn	déplaire
,	Fw	,
Vous	Nc	vous
viendrez	Vvc	venir
avec	S	avec
nous	Pp	nous
,	Fw	,
monsieur	Nc	monsieur
,	Fw	,
si	Cs	si
vous	Pp	vous
m'	Pp	je
aimez	Vvc	aimer
,	Fw	,
Ou	Vvc	ou
bien	Rg	bien
tous	Di	tout
mes	Ds	mon
soupçons	Nc	soupçon
seront	Vuc	être
trop	Rg	trop
confirmés	Ge	confirmer
.	Fs	.
Je	Pp	je
vous	Pp	vous
veux	Vvc	vouloir
obéir	Vvn	obéir
,	Fw	,
mais	Cc	mais
ce	Dd	ce
soupçon	Nc	soupçon
m'	Pp	je
offense	Vvc	offenser
,	Fw	,
Et	Vvc	et
Don	Nc	don
Félix	Nc	félix
sait	Vvc	savoir
bien	Nc	bien
quelle	Dt	quel
est	Vuc	être
mon	Ds	mon
innocence	Nc	innocence
.	Fs	.
Don	Nc	don
Félix	Nc	félix
,	Fw	,
vous	Pp	vous
avez	Vuc	avoir
ici	Rg	ici
même	Ag	même
intérêt	Nc	intérêt
.	Fs	.
Ah	I	ah
!	Fs	!
Madame	Nc	madame
,	Fw	,
je	Pp	je
sais	Vvc	savoir
la	Da	le
chose	Nc	chose
comme	Cs	comme
elle	Pp	il
est	Vuc	être
.	Fs	.
Le	Da	le
Seigneur	Ag	seigneur
Don	Nc	don
Diègue	Ag	diègue
est	Vuc	être
un	Dn	un
autre	Pi	autre
moi-même	Pp	lui-même
;	Fw	;
S'	Vvc	s'
il	Pp	il
a	Vuc	avoir
voulu	Ge	vouloir
parler	Vvn	parler
à	S	à
la	Da	le
beauté	Nc	beauté
que	Pr	que
j'	Pp	je
aime	Vvc	aimer
,	Fw	,
Qui	Vvc	qui
depuis	S	depuis
ces	Dd	ce
faux	Ag	faux
bruits	Nc	bruit
qui	Pr	qui
m'	Pp	je
ont	Vuc	avoir
assassiné	Ge	assassiner
,	Fw	,
Me	Vvc	me
fait	Ge	faire
souffrir	Vvn	souffrir
des	Dn	un
maux	Nc	mal
comme	Cs	comme
en	Pp	en
souffre	Vvc	souffrir
un	Dn	un
damné	Nc	damné
,	Fw	,
Ce	Vvc	ce
n'	Rp	ne
est	Vuc	être
qu'	Rg	que
en	S	en
ma	Ds	mon
faveur	Nc	faveur
,	Fw	,
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
qu'	Rg	que
à	S	à
ma	Ds	mon
prière	Nc	prière
,	Fw	,
Il	Vvc	il
connaît	Vvc	connaître
la	Da	le
rigueur	Nc	rigueur
à	S	à
cette	Dd	ce
beauté	Nc	beauté
fière	Ag	fier
;	Fw	;
Il	Vvc	il
sait	Vvc	savoir
que	Cs	que
depuis	S	depuis
peu	Rg	peu
son	Ds	son
malheureux	Ag	malheureux
Amant	Nc	amant
(	Fw	(
Qui	Vvc	qui
se	Pp	il
tiendrait	Vvc	tenir
heureux	Ag	heureux
d'	S	de
un	Dn	un
regard	Nc	regard
seulement	Rg	seulement
,	Fw	,
)	Fw	)
Réduit	Vvc	réduit
au	S+Da	à+le
désespoir	Nc	désespoir
de	S	de
la	Pp	il
voir	Vvn	voir
si	Rg	si
cruelle	Ag	cruel
,	Fw	,
A	Vvc	a
quasi	Rg	quasi
fait	Ge	faire
dessein	Nc	dessein
de	S	de
mourir	Vvn	mourir
devant	S	devant
elle	Pp	il
.	Fs	.
Vous	Pp	vous
seriez	Vuc	être
,	Fw	,
Don	Nc	don
Félix	Nc	félix
,	Fw	,
un	Dn	un
peu	Rg	peu
trop	Rg	trop
inhumain	Ag	inhumain
,	Fw	,
Je	Vvc	je
ne	Rp	ne
mérite	Vvc	mériter
pas	Rg	pas
un	Dn	un
si	Rg	si
beau	Ag	beau
coup	Nc	coup
de	S	de
main	Nc	main
.	Fs	.
Si	Cs	si
vous	Pp	vous
vouliez	Vvc	vouloir
pourtant	Rg	pourtant
faire	Vvn	faire
cette	Dd	ce
promesse	Nc	promesse
,	Fw	,
Moi	Vvc	moi
,	Fw	,
qui	Pr	qui
n'	Rp	ne
ai	Vuc	avoir
point	Rg	point
encor	Nc	encor
vu	Ge	voir
d'	S	de
homme	Nc	homme
qui	Pr	qui
se	Pp	il
blesse	Vvc	blesser
,	Fw	,
Vous	Nc	vous
ne	Rp	ne
me	Pp	je
verriez	Vvc	voir
plus	Rg	plus
douter	Vvn	douter
de	S	de
votre	Ds	votre
foi	Nc	foi
:	Fw	:
Mais	Cc	mais
nous	Pp	nous
perdrions	Vvc	perdre
trop	Rg	trop
,	Fw	,
et	Cc	et
Dorothée	Vvc	dorothée
et	Cc	et
moi	Pp	je
,	Fw	,
Et	Vvc	et
Messieurs	Nc	monsieur
vos	Ds	votre
enfants	Nc	enfant
demeureraient	Vvc	demeurer
sans	S	sans
père	Nc	père
.	Fs	.
Dois	Vvc	devoir
-je	Vvc	-je
mourir	Vvn	mourir
d'	S	de
Amour	Nc	amour
pour	S	pour
qui	Pr	qui
me	Pp	je
désespère	Vvc	désespérer
?	Fs	?
Dois	Vvc	devoir
-je	Vvc	-je
mourir	Vvn	mourir
d'	S	de
amour	Nc	amour
devant	S	devant
que	Rg	que
savoir	Vvn	savoir
bien	Rg	bien
Si	Ag	si
Dorothée	Nc	dorothée
est	Vuc	être
sage	Ag	sage
,	Fw	,
et	Cc	et
vous	Pp	vous
homme	Nc	homme
de	S	de
bien	Nc	bien
?	Fs	?
Ah	I	ah
!	Fs	!
Seigneur	Nc	seigneur
Don	Nc	don
Félix	Nc	félix
,	Fw	,
c'	Pd	ce
est	Vuc	être
se	Pp	il
rompre	Vvn	rompre
la	Da	le
tête	Nc	tête
;	Fw	;
Vous	Nc	vous
ne	Rp	ne
connaissez	Vvc	connaître
pas	Rg	pas
cette	Dd	ce
méchante	Ag	méchant
bête	Ag	bête
;	Fw	;
Si	Vvc	si
vous	Pp	vous
vous	Pp	vous
arrêtez	Vvc	arrêter
à	S	à
ce	Pd	ce
qu'	Pr	que
elle	Pp	il
dira	Vvc	dire
,	Fw	,
Mon	Nc	mon
pauvre	Ag	pauvre
Don	Nc	don
Félix	Nc	félix
,	Fw	,
l'	Da	le
esprit	Nc	esprit
vous	Pp	vous
tournera	Vvc	tourner
.	Fs	.
Apprenez	Vvc	apprendre
qu'	Cs	que
aujourd'hui	Rg	aujourd'hui
son	Ds	son
Démon	Nc	démon
la	Pp	il
possède	Vvc	posséder
,	Fw	,
Et	Vvc	et
quand	Cs	quand
ce	Dd	ce
mal	Nc	mal
lui	Pp	il
prend	Vvc	prendre
,	Fw	,
qu'	Cs	que
il	Pp	il
n'	Rp	ne
est	Vuc	être
point	Rg	point
dans	S	dans
Tolède	Vvc	tolède
D'	Ag	d'
homme	Nc	homme
assez	Rg	assez
patient	Ag	patient
pour	S	pour
ne	Rp	ne
pas	Rg	pas
enrager	Vvn	enrager
.	Fs	.
Laissez	Vvc	laisser
-moi	Vvc	-moi
donc	Rg	donc
ici	Rg	ici
pour	S	pour
fuir	Vvn	fuir
ce	Dd	ce
danger	Nc	danger
,	Fw	,
Et	Vvc	et
courez	Vvc	courir
vitement	Rg	vitement
où	Pr	où
Don	Nc	don
Félix	Nc	félix
vous	Pp	vous
mène	Vvc	mener
,	Fw	,
Mon	Nc	mon
Père	Vvc	père
vous	Pp	vous
attend	Vvc	attendre
,	Fw	,
que	Cs	que
vous	Pp	vous
mettez	Vvc	mettre
en	S	en
peine	Nc	peine
:	Fw	:
Allez	Vvc	aller
,	Fw	,
ma	Ds	mon
chère	Ag	cher
soeur	Nc	sœur
,	Fw	,
allez	Vvc	aller
vérifier	Vvn	vérifier
Si	Vvc	si
ce	Dd	ce
beau	Ag	beau
gentilhomme	Nc	gentilhomme
est	Vuc	être
bon	Ag	bon
à	S	à
marier	Vvn	marier
.	Fs	.
Ce	Pd	ce
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
tant	Rg	tant
pour	S	pour
vous	Pp	vous
que	Cs	que
je	Pp	je
prends	Vvc	prendre
cette	Dd	ce
peine	Nc	peine
,	Fw	,
Que	Vvc	que
pour	S	pour
lui	Pp	il
.	Fs	.
Mais	Cc	mais
plutôt	Rg	plutôt
,	Fw	,
ma	Ds	mon
bonne	Ag	bon
soeur	Nc	sœur
Hélène	Vvc	hélène
,	Fw	,
Ce	Vvc	ce
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
tant	Rg	tant
pour	S	pour
lui	Pp	il
,	Fw	,
ni	Cc	ni
pour	S	pour
moi	Pp	je
,	Fw	,
que	Cs	que
pour	S	pour
vous	Pp	vous
,	Fw	,
Que	Vvc	que
vous	Pp	vous
désirez	Vvc	désirer
tant	Rg	tant
de	S	de
le	Pp	il
voir	Vvn	voir
mon	Ds	mon
époux	Nc	époux
,	Fw	,
Mais	Vvc	mais
vous	Pp	vous
ne	Rp	ne
songez	Vvc	songer
pas	Rg	pas
que	Cs	que
vous	Pp	vous
faites	Vvc	faire
attendre	Vvn	attendre
Mon	Nc	mon
père	Nc	père
.	Fs	.
Et	Cc	et
le	Da	le
carrosse	Nc	carrosse
?	Fs	?
Il	Pp	il
nous	Pp	nous
doit	Vvc	devoir
venir	Vvn	venir
prendre	Vvn	prendre
Au	Vvc	au
détour	Nc	détour
de	S	de
la	Da	le
rue	Nc	rue
.	Fs	.
Allons	Vvc	aller
-y	Vvc	-y
vitement	Rg	vitement
.	Fs	.
Adieu	Nc	adieu
,	Fw	,
belle	Ag	beau
inhumaine	Ag	inhumain
.	Fs	.
Adieu	Nc	adieu
parfait	Ag	parfait
amant	Nc	amant
.	Fs	.
Lucie	Nc	lucie
seule	Ag	seul
.	Fs	.
Nous	Pp	nous
voyons	Vvc	voir
bien	Rg	bien
pourquoi	Rt	pourquoi
,	Fw	,
Madame	Nc	madame
la	Da	le
jalouse	Nc	jaloux
,	Fw	,
Vous	Nc	vous
souhaitez	Vvc	souhaiter
si	Rg	si
fort	Rg	fort
que	Cs	que
dom	Nc	dom
Félix	Nc	félix
m'	Pp	je
épouse	Vvc	épouser
;	Fw	;
C'	Vvc	c'
est	Vuc	être
pour	S	pour
vous	Pp	vous
assurez	Vvc	assurer
votre	Ds	votre
futur	Ag	futur
Époux	Nc	époux
,	Fw	,
Dont	Vvc	dont
vous	Pp	vous
voyez	Vvc	voir
les	Da	le
voeux	Nc	vœu
ne	Rp	ne
s'	Pp	se
adresser	Vvn	adresser
qu'	Cs	que
à	S	à
nous	Pp	nous
.	Fs	.
Ah	I	ah
,	Fw	,
je	Pp	je
ne	Rp	ne
vois	Vvc	voir
que	Rg	que
trop	Rg	trop
par	S	par
son	Ds	son
morne	Nc	morne
silence	Nc	silence
,	Fw	,
Qu'	Vvc	qu'
à	S	à
vous	Pp	vous
voir	Vvn	voir
seulement	Rg	seulement
,	Fw	,
il	Pp	il
se	Pp	il
fait	Vvc	faire
violence	Nc	violence
;	Fw	;
Au	Vvc	au
lieu	Nc	lieu
,	Fw	,
que	Cs	que
par	S	par
ses	Ds	son
yeux	Nc	œil
attachés	Ge	attacher
sur	S	sur
les	Da	le
miens	Ps	mien
,	Fw	,
Je	Vvc	je
vois	Vvc	voir
qu'	Cs	que
assurément	Rg	assurément
il	Pp	il
est	Vuc	être
dans	S	dans
mes	Ds	mon
liens	Nc	lien
.	Fs	.
Mais	Cc	mais
hélas	I	hélas
!	Fs	!
Il	Pp	il
me	Pp	je
tient	Vvc	tenir
d'	S	de
une	Dn	un
étreinte	Nc	étreinte
aussi	Rg	aussi
forte	Ag	fort
;	Fw	;
S'	Vvc	s'
il	Pp	il
m'	Pp	je
aime	Vvc	aimer
avec	S	avec
excès	Nc	excès
,	Fw	,
je	Pp	je
l'	Pp	il
aime	Vvc	aimer
de	S	de
la	Da	le
sorte	Nc	sorte
:	Fw	:
Mais	Cc	mais
s'	Cs	si
il	Pp	il
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
à	S	à
moi	Pp	je
,	Fw	,
personne	Pi	personne
ne	Rp	ne
m'	Pp	je
aura	Vuc	avoir
;	Fw	;
Mon	Nc	mon
père	Nc	père
là-dessus	Rg	là-dessus
fasse	Vvc	faire
ce	Pd	ce
qu'	Pr	que
il	Pp	il
pourra	Vvc	pouvoir
,	Fw	,
Don	Nc	don
Félix	Nc	félix
là-dessus	Rg	là-dessus
remue	Ge	remuer
et	Cc	et
Ciel	Vvc	ciel
et	Cc	et
Terre	Vvc	terrer
,	Fw	,
Et	Vvc	et
ma	Ds	mon
soeur	Nc	sœur
avec	S	avec
eux	Pp	eux
me	Pp	je
dénonce	Vvc	dénoncer
la	Da	le
guerre	Nc	guerre
,	Fw	,
Si	Vvc	si
je	Pp	je
n'	Rp	ne
ai	Vuc	avoir
Don	Nc	don
Diègue	Vvc	diègue
à	S	à
la	Da	le
barbe	Nc	barbe
d'	S	de
eux	Pp	eux
tous	Pi	tout
,	Fw	,
Je	Vvc	je
veux	Vvc	vouloir
bien	Rg	bien
n'	Rp	ne
épouser	Vvn	épouser
jamais	Rg	jamais
qu'	Cs	que
un	Dn	un
vieil	Ag	vieux
jaloux	Nc	jaloux
.	Fs	.
Haussant	Ga	hausser
la	Da	le
voix	Nc	voix
.	Fs	.
Béatrix	Nc	béatrix
.	Fs	.
Me	Pp	je
voici	S	voici
,	Fw	,
Madame	Nc	madame
.	Fs	.
Écoute	Nc	écoute
,	Fw	,
j'	Pp	je
aime	Vvc	aimer
,	Fw	,
Et	Vvc	et
pour	S	pour
te	Pp	tu
dire	Vvn	dire
vrai	Ag	vrai
,	Fw	,
j'	Pp	je
aime	Vvc	aimer
plus	Rg	plus
que	Cs	que
moi-même	Pp	lui-même
Ce	Vvc	ce
jeune	Ag	jeune
Cavalier	Vvc	cavalier
qu'	Cs	que
on	Pp	on
destine	Vvc	destiner
à	S	à
ma	Ds	mon
soeur	Nc	sœur
,	Fw	,
Et	Vvc	et
je	Pp	je
me	Pp	je
trompe	Vvc	tromper
fort	Rg	fort
,	Fw	,
ou	Cc	ou
je	Pp	je
règne	Vvc	régner
en	S	en
son	Ds	son
coeur	Nc	cœur
,	Fw	,
Au	Vvc	au
premier	Ag	premier
carrefour	Nc	carrefour
va	Vvc	aller
louer	Vvn	louer|lover
une	Dn	un
chaise	Nc	chaise
:	Fw	:
De	S	de
ceci	Pd	ceci
,	Fw	,
Béatris	Vvc	béatris
,	Fw	,
il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
l'	Pp	il
on	Pp	on
se	Pp	il
taise	Vvc	taire
:	Fw	:
Tout	Di	tout
mon	Ds	mon
bonheur	Nc	bonheur
dépend	Vvc	dépendre
aujourd'hui	Rg	aujourd'hui
du	S+Da	de+le
secret	Nc	secret
,	Fw	,
Et	Vvc	et
des	Dn	un
inventions	Nc	invention
de	S	de
ton	Ds	ton
esprit	Nc	esprit
discret	Ag	discret
.	Fs	.
Cours	Nc	cour|cours|court
après	S	après
Don	Nc	don
Diègue	Vvc	diègue
,	Fw	,
il	Pp	il
est	Vuc	être
avec	S	avec
Hélène	Nc	hélène
,	Fw	,
Et	Vvc	et
que	Cs	que
ton	Ds	ton
bel	Ag	beau
esprit	Nc	esprit
adroitement	Rg	adroitement
le	Pp	il
mène	Vvc	mener
Devant	Ga	devoir
les	Da	le
Jacobins	Nc	jacobin
,	Fw	,
où	Pr	où
je	Pp	je
me	Pp	je
trouverai	Vvc	trouver
:	Fw	:
Déguise	Vvc	déguise
bien	Rg	bien
ta	Ds	ton
voix	Nc	voix
.	Fs	.
Le	Da	le
mieux	Rg	mieux
que	Cs	que
je	Pp	je
pourrai	Vvc	pouvoir
.	Fs	.
Va	Vvc	aller
donc	Rg	donc
quérir	Vvn	quérir
mon	Ds	mon
voile	Nc	voile
,	Fw	,
et	Cc	et
te	Pp	tu
cache	Vvc	cacher
d'	S	de
un	Dn	un
autre	Pi	autre
.	Fs	.
Si	Cs	si
vous	Pp	vous
changiez	Vvc	changer
de	S	de
robe	Nc	robe
,	Fw	,
on	Pp	on
connaîtra	Vvc	connaître
la	Da	le
vôtre	As#Ps	vôtre
?	Fs	?
Ma	Ds	mon
chaise	Nc	chaise
empêchera	Vvc	empêcher
,	Fw	,
qu'	Cs	que
on	Pp	on
ne	Rp	ne
la	Pp	il
puisse	Vvc	pouvoir
voir	Vvn	voir
;	Fw	;
Et	Vvc	et
le	Da	le
bon	Ag	bon
Don	Nc	don
Pedro	Ag	pedro
,	Fw	,
comme	Cs	comme
tu	Pp	tu
peux	Vvc	pouvoir
savoir	Vvn	savoir
,	Fw	,
Au-delà	Vvc	au-delà
de	S	de
son	Ds	son
nez	Nc	nez
ne	Rp	ne
voit	Vvc	voir
rien	Pi	rien
sans	S	sans
lunettes	Nc	lunette
;	Fw	;
Il	Vvc	il
aura	Vuc	avoir
grand	Ag	grand
besoin	Nc	besoin
d'	S	de
en	Pp	en
avoir	Vun	avoir
de	S	de
bien	Rg	bien
nettes	Ag	net
,	Fw	,
Pour	Nc	pour
voir	Vvn	voir
clair	Ag	clair
dans	S	dans
l'	Da	le
affaire	Nc	affaire|affairé
où	Pr	où
je	Pp	je
le	Pp	il
vais	Vvc	aller
brouiller	Vvn	brouiller
Avecque	Vvc	avecque
Don	Nc	don
Félix	Nc	félix
:	Fw	:
allons	Vvc	aller
nous	Pp	nous
habiller	Vvn	habiller
;	Fw	;
J'	Vvc	j'
ai	Vuc	avoir
des	Dn	un
Lettres	Nc	lettre|lettré
à	S	à
prendre	Vvn	prendre
au	S+Da	à+le
fond	Nc	fond
de	S	de
ma	Ds	mon
cassette	Nc	cassette
;	Fw	;
Viens	Vvc	venir
vite	Rg	vite
me	Pp	je
l'	Pp	il
ouvrir	Vvn	ouvrir
,	Fw	,
mais	Cc	mais
surtout	Rg	surtout
sois	Vuc	être
secrète	Ag	secret
.	Fs	.
En	Pp	en
déguisant	Ga	déguiser
ma	Ds	mon
voix	Nc	voix
,	Fw	,
corrompant	Ga	corrompre
mon	Ds	mon
langage	Nc	langage
,	Fw	,
Et	Vvc	et
m'	Pp	je
acquittant	Ga	acquitter
enfin	Rg	enfin
fort	Rg	fort
bien	Rg	bien
du	S+Da	de+le
personnage	Nc	personnage
;	Fw	;
J'	Vvc	j'
ai	Vuc	avoir
très	Rg	très
adroitement	Rg	adroitement
,	Fw	,
mais	Cc	mais
non	Rg	non
sans	S	sans
quelque	Di	quelque
peur	Nc	peur
,	Fw	,
Accosté	Vvc	accosté
Don	Nc	don
Diègue	Vvc	diègue
auprès	Rg	auprès
de	S	de
votre	Ds	votre
soeur	Nc	sœur
;	Fw	;
Et	Vvc	et
puis	Cs	puis
je	Pp	je
l'	Pp	il
ai	Vuc	avoir
conduit	Vvc	conduire
où	Pr	où
vous	Pp	vous
deviez	Vvc	devoir|dévier
vous	Pp	vous
rendre	Vvn	rendre
,	Fw	,
Ce	Vvc	ce
qui	Pr	qui
s'	Pp	se
en	Pp	en
est	Vuc	être
suivi	Ge	suivre
,	Fw	,
vous	Pp	vous
pouvez	Vvc	pouvoir
me	Pp	je
l'	Pp	il
apprendre	Vvn	apprendre
.	Fs	.
À	Nc	à
chère	Ag	cher
Béatris	Vvc	béatris
,	Fw	,
que	Cs	que
tout	Pi	tout
est	Vuc	être
bien	Rg	bien
allé	Ge	aller
!	Fs	!
Et	Cc	et
que	Cs	que
j'	Pp	je
ai	Vuc	avoir
doctement	Rg	doctement
à	S	à
mon	Ds	mon
père	Nc	père
parlé	Ge	parler
!	Fs	!
J'	Pp	je
avais	Vuc	avoir
honte	Nc	honte
pourtant	Rg	pourtant
,	Fw	,
bien	Rg	bien
assise	Ge	asseoir
à	S	à
mon	Ds	mon
aise	Nc	aise
,	Fw	,
De	Vvc	de
le	Pp	il
souffrir	Vvn	souffrir
debout	Rg	debout
à	S	à
côté	Nc	côté
de	S	de
ma	Ds	mon
chaise	Nc	chaise
.	Fs	.
J'	Pp	je
ai	Vuc	avoir
fait	Ge	faire
croire	Vvn	croire
au	S+Da	à+le
vieillard	Nc	vieillard
tout	Pi	tout
ce	Pd	ce
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
voulu	Ge	vouloir
;	Fw	;
Je	Vvc	je
ne	Rp	ne
me	Pp	je
vis	Vvc	vivre|voir
jamais	Rg	jamais
l'	Da	le
esprit	Nc	esprit
si	Rg	si
résolu	Ge	résoudre
.	Fs	.
Il	Pp	il
croit	Vvc	croire|croître
assurément	Rg	assurément
que	Cs	que
je	Pp	je
suis	Vuc	être
Dorothée	Vvc	dorothée
,	Fw	,
Que	Vvc	que
celle	Pd	celui
qu'	Pr	que
il	Pp	il
a	Vuc	avoir
vue	Ge	voir
est	Vuc	être
personne	Pi	personne
apostée	Ge	aposter
,	Fw	,
Que	Vvc	que
Don	Nc	don
Félix	Nc	félix
a	Vuc	avoir
fait	Ge	faire
parler	Vvn	parler
pour	S	pour
de	S	de
l'	Da	le
argent	Nc	argent
,	Fw	,
Qu'	Vvc	qu'
en	S	en
cela	Pd	cela
l'	Pp	il
on	Pp	on
lui	Pp	il
fait	Vvc	faire
un	Dn	un
affront	Nc	affront
outrageant	Ag	outrageant
:	Fw	:
Enfin	Rg	enfin
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
fait	Ge	faire
si	Rg	si
